1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,concept,train_size,mean,max,max_layer
0.5,0.791005291005291,0.7883597883597884,0.7777777777777778,0.7671957671957672,0.7804232804232805,0.7724867724867724,0.8862433862433863,0.8756613756613757,0.8650793650793651,0.8703703703703703,0.8650793650793651,0.873015873015873,0.8703703703703703,0.8544973544973545,0.8650793650793651,0.8597883597883598,0.8544973544973545,0.8677248677248677,0.8492063492063492,0.8571428571428571,0.8492063492063492,0.8359788359788359,0.8492063492063492,0.8465608465608465,0.8333333333333334,0.8386243386243386,0.8492063492063492,0.8359788359788359,0.8333333333333334,0.8359788359788359,0.828042328042328,0.8174603174603174,0.8148148148148148,0.8359788359788359,0.8253968253968254,0.8068783068783069,0.8148148148148148,0.8095238095238095,0.8068783068783069,0.8042328042328042,0.791005291005291,0.8068783068783069,0.8068783068783069,0.798941798941799,0.791005291005291,0.7962962962962963,0.783068783068783,0.7936507936507936,0.791005291005291,0.7724867724867724,0.753968253968254,0.746031746031746,0.7592592592592593,0.746031746031746,0.746031746031746,0.7328042328042328,0.7275132275132276,0.7328042328042328,0.7222222222222222,0.7301587301587301,0.7513227513227513,0.753968253968254,0.7486772486772487,inline,0.25,0.8038194444444441,0.8862433862433863,8
